model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2030,23.27705035642764
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2035,220.3760634676131
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2040,381.9194887999639
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2045,545.186113942531
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2050,709.7487726109845
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2055,713.9515171658953
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2060,717.9350340634655
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2070,726.7584145825682
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2080,736.4894314340997
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2090,746.4060115212627
REMIND-MAgPIE 3.3-4.8,Delayed transition,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2100,756.5355824373481
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2020,4.836915896623897
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2025,4.800276952842643
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2030,4.94958906979946
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2035,53.37669088985607
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2040,96.83766477221089
