model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,7991.69024302794
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,8329.99636051057
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,8985.92423902693
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,9517.26690918688
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,10069.59572995935
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,10788.32718917098
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2055,11516.07432561751
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2060,11646.44084731027
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2070,11717.1907214312
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,12388.98791658425
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,14025.4115772557
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Middle East & Africa (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,15831.58085677749
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,57786.1145249449
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,54659.8897773444
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,54231.9536581206
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,45766.9715185702
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,37924.7089145082
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,30757.3528821258
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,24512.4506967595
